Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000153015,2777,3004,2314,2698,802,272,260,786,protein_coding,CWC27
ENSG00000153029,1165,1247,1102,1213,80,22,59,135,protein_coding,MR1
ENSG00000153037,1021,1147,1070,1369,91,28,40,136,protein_coding,SRP19
ENSG00000153044,604,688,850,809,96,29,59,104,protein_coding,CENPH
ENSG00000153046,1099,1198,974,1012,977,323,432,1088,protein_coding,CDYL
ENSG00000153048,1060,1226,669,905,349,137,142,324,protein_coding,CARHSP1
ENSG00000153060,0,3,1,4,0,0,0,0,protein_coding,TEKT5
ENSG00000153064,1853,2195,1882,1971,56,24,40,90,protein_coding,BANK1
ENSG00000153066,1439,1607,1506,1919,639,232,242,582,protein_coding,TXNDC11
ENSG00000153071,3,2,7,7,3299,1004,1005,3125,protein_coding,DAB2
ENSG00000153086,2,5,6,7,2,2,0,2,protein_coding,ACMSD
ENSG00000153093,35,54,48,64,83,33,107,234,protein_coding,ACOXL
ENSG00000153094,1373,1571,1099,1459,212,55,62,169,protein_coding,BCL2L11
ENSG00000153107,1349,1566,1569,1655,1347,417,562,1495,protein_coding,ANAPC1
ENSG00000153113,19,30,22,20,5,2,0,6,protein_coding,CAST
ENSG00000153130,6473,7131,7065,6776,1288,441,405,1124,protein_coding,SCOC
ENSG00000153132,5637,6469,7272,7134,2070,626,534,1533,protein_coding,CLGN
ENSG00000153140,1302,1440,1822,1834,604,210,241,591,protein_coding,CETN3
ENSG00000153147,7992,9377,9283,9887,1489,410,484,1512,protein_coding,SMARCA5
ENSG00000153157,4,9,12,14,3,1,0,0,protein_coding,SYCP2L
ENSG00000153162,106,116,157,306,87,31,43,87,protein_coding,BMP6
ENSG00000153165,21,20,16,17,7,5,0,2,protein_coding,RGPD3
ENSG00000153179,29238,32646,29789,36677,2053,678,517,1414,protein_coding,RASSF3
ENSG00000153187,26105,31948,29129,30707,6135,1951,2374,6302,protein_coding,HNRNPU
ENSG00000153201,19621,25513,12823,13123,2310,697,828,2424,protein_coding,RANBP2
ENSG00000153207,4389,5107,4143,4091,2184,623,745,1963,protein_coding,AHCTF1
ENSG00000153208,563,652,365,463,159,53,116,305,protein_coding,MERTK
ENSG00000153214,2218,2562,3904,4214,389,97,132,407,protein_coding,TMEM87B
ENSG00000153230,0,2,0,0,3,0,2,2,protein_coding,OR14K1
ENSG00000153233,303,260,411,588,113,38,17,46,protein_coding,PTPRR
ENSG00000153234,58,69,49,46,22,12,9,24,protein_coding,NR4A2
ENSG00000153237,71,54,114,111,14,5,5,16,protein_coding,CCDC148
ENSG00000153246,0,0,0,0,132,45,72,158,protein_coding,PLA2R1
ENSG00000153250,18,17,12,0,1978,644,566,1806,protein_coding,RBMS1
ENSG00000153253,0,8,6,9,5,3,2,14,protein_coding,SCN3A
ENSG00000153266,0,0,0,0,0,0,0,0,protein_coding,FEZF2
ENSG00000153283,0,3,6,3,131,47,35,114,protein_coding,CD96
ENSG00000153291,2445,2654,2147,2233,167,37,86,234,protein_coding,SLC25A27
ENSG00000153292,12,5,6,5,55,27,161,419,protein_coding,ADGRF1
ENSG00000153294,17,7,19,6,53,27,20,65,protein_coding,ADGRF4
ENSG00000153303,11,9,15,13,0,1,0,0,protein_coding,FRMD1
ENSG00000153310,1697,2006,1621,1913,1647,587,703,1941,protein_coding,CYRIB
ENSG00000153317,2883,3387,2888,3276,13510,4114,4363,12435,protein_coding,ASAP1
ENSG00000153339,3119,3603,2799,2777,456,105,177,452,protein_coding,TRAPPC8
ENSG00000153347,2,14,11,10,0,0,1,4,protein_coding,FAM81B
ENSG00000153391,225,309,327,414,88,32,26,92,protein_coding,INO80C
ENSG00000153395,5602,6822,6380,7510,649,198,172,517,protein_coding,LPCAT1
ENSG00000153404,8,12,17,18,106,28,31,73,protein_coding,PLEKHG4B
ENSG00000153406,2260,2537,2451,3474,509,195,301,790,protein_coding,NMRAL1
ENSG00000153443,846,959,748,1331,359,127,208,569,protein_coding,UBALD1
ENSG00000153446,77,82,24,59,1,1,0,0,protein_coding,C16orf89
ENSG00000153485,311,488,554,702,53,14,23,56,protein_coding,TMEM251
ENSG00000153487,1241,1203,639,834,147,42,35,112,protein_coding,ING1
ENSG00000153495,3,3,8,7,7,0,0,0,protein_coding,TEX29
ENSG00000153498,0,0,0,0,0,0,0,0,protein_coding,SPACA7
ENSG00000153531,654,644,894,1216,127,45,44,148,protein_coding,ADPRHL1
ENSG00000153551,186,198,170,286,1160,428,597,1592,protein_coding,CMTM7
ENSG00000153558,70,86,59,88,287,105,87,256,protein_coding,FBXL2
ENSG00000153560,8030,9195,8456,9916,3103,954,923,2821,protein_coding,UBP1
ENSG00000153561,5190,5973,5310,5895,3528,1108,1077,2911,protein_coding,RMND5A
ENSG00000153563,1,2,8,1,7,3,6,18,protein_coding,CD8A
ENSG00000153574,884,1064,1024,1449,594,180,273,760,protein_coding,RPIA
ENSG00000153684,0,0,0,0,0,0,0,0,protein_coding,GOLGA8F
ENSG00000153707,0,3,0,0,166,50,65,173,protein_coding,PTPRD
ENSG00000153714,13,6,17,31,212,50,63,191,protein_coding,LURAP1L
ENSG00000153721,103,148,262,546,120,39,109,207,protein_coding,CNKSR3
ENSG00000153767,6355,7502,4781,5161,1158,347,355,1061,protein_coding,GTF2E1
ENSG00000153774,2751,2931,3664,4746,154,44,70,166,protein_coding,CFDP1
ENSG00000153779,0,0,0,0,0,0,0,0,protein_coding,TGIF2LX
ENSG00000153786,3207,3960,3079,3230,1039,315,405,929,protein_coding,ZDHHC7
ENSG00000153789,0,1,0,2,1,0,0,3,protein_coding,CIBAR2
ENSG00000153790,35,17,20,30,193,55,76,230,protein_coding,C7orf31
ENSG00000153802,2,0,1,3,4,1,0,0,protein_coding,TMPRSS11D
ENSG00000153814,111,102,116,177,207,73,48,147,protein_coding,JAZF1
ENSG00000153815,4344,4360,3834,5615,563,178,172,451,protein_coding,CMIP
ENSG00000153820,0,0,0,0,0,0,0,0,protein_coding,SPHKAP
ENSG00000153822,0,0,0,0,0,0,0,0,protein_coding,KCNJ16
ENSG00000153823,0,0,0,0,129,41,76,177,protein_coding,PID1
ENSG00000153827,6518,8195,6270,6432,6914,2190,2217,6180,protein_coding,TRIP12
ENSG00000153832,100,96,111,110,134,61,66,179,protein_coding,FBXO36
ENSG00000153879,2956,3085,3273,4668,708,211,296,826,protein_coding,CEBPG
ENSG00000153885,1835,2126,2050,2571,475,141,226,579,protein_coding,KCTD15
ENSG00000153896,212,252,217,304,0,0,0,0,protein_coding,ZNF599
ENSG00000153898,268,309,306,404,157,59,85,255,protein_coding,MCOLN2
ENSG00000153902,109,108,18,18,1,0,0,5,protein_coding,LGI4
ENSG00000153904,6321,7109,6809,7745,5579,1975,2116,6182,protein_coding,DDAH1
ENSG00000153914,14411,16198,10839,11485,293,85,69,259,protein_coding,SREK1
ENSG00000153922,3674,4202,3237,3202,1487,386,426,1420,protein_coding,CHD1
ENSG00000153930,6,1,7,11,15,6,7,26,protein_coding,ANKFN1
ENSG00000153933,1406,1693,1407,1573,986,260,269,723,protein_coding,DGKE
ENSG00000153936,1037,1117,825,871,1003,316,267,680,protein_coding,HS2ST1
ENSG00000153944,6700,7379,5125,5524,1079,349,437,1217,protein_coding,MSI2
ENSG00000153956,0,0,0,1,188,58,68,202,protein_coding,CACNA2D1
ENSG00000153975,961,1073,845,931,258,97,81,222,protein_coding,ZUP1
ENSG00000153976,2,3,4,1,103,31,73,180,protein_coding,HS3ST3A1
ENSG00000153982,224,211,374,456,58,20,48,107,protein_coding,GDPD1
ENSG00000153989,2119,2686,2511,2297,635,246,157,515,protein_coding,NUS1
ENSG00000153993,1,2,2,3,25,2,5,17,protein_coding,SEMA3D
ENSG00000154001,3037,3624,3260,3094,2916,976,999,2791,protein_coding,PPP2R5E
ENSG00000154007,0,1,0,0,0,0,0,0,protein_coding,ASB17
ENSG00000154016,0,1,0,0,0,0,0,0,protein_coding,GRAP
ENSG00000154025,0,0,2,0,1,0,0,0,protein_coding,SLC5A10
ENSG00000154027,30,24,20,55,14,4,14,39,protein_coding,AK5
ENSG00000154040,13,17,14,15,321,122,116,333,protein_coding,CABYR
ENSG00000154059,2481,2723,2848,3149,554,233,289,772,protein_coding,IMPACT
ENSG00000154065,205,297,620,797,343,109,158,438,protein_coding,ANKRD29
ENSG00000154079,286,288,342,508,67,25,45,99,protein_coding,SDHAF4
ENSG00000154080,0,2,2,0,14,2,4,10,protein_coding,CHST9
ENSG00000154096,0,1,0,6,0,0,0,4,protein_coding,THY1
ENSG00000154099,145,161,108,92,3,3,1,12,protein_coding,DNAAF1
ENSG00000154102,16,16,18,26,169,52,71,177,protein_coding,C16orf74
ENSG00000154114,1632,2046,1407,1478,177,53,71,198,protein_coding,TBCEL
ENSG00000154118,8,14,9,8,0,1,3,7,protein_coding,JPH3
ENSG00000154122,3747,4135,4556,5676,534,195,280,742,protein_coding,ANKH
ENSG00000154124,2579,2942,2221,2634,493,157,217,652,protein_coding,OTULIN
ENSG00000154127,1,5,22,12,4974,1460,1213,3570,protein_coding,UBASH3B
ENSG00000154133,6,2,3,2,103,58,21,53,protein_coding,ROBO4
ENSG00000154134,1151,1232,810,1224,131,66,82,204,protein_coding,ROBO3
ENSG00000154143,16,13,26,21,0,0,0,1,protein_coding,PANX3
ENSG00000154144,5669,7031,5362,5775,622,175,220,563,protein_coding,TBRG1
ENSG00000154146,30,27,43,62,60,19,37,71,protein_coding,NRGN
ENSG00000154153,477,504,949,1412,64,44,45,112,protein_coding,RETREG1
ENSG00000154162,1,2,1,1,16,7,7,18,protein_coding,CDH12
ENSG00000154165,0,0,0,2,0,0,0,0,protein_coding,GPR15
ENSG00000154174,5522,6457,9119,10343,5399,1877,2528,6236,protein_coding,TOMM70
ENSG00000154175,5,11,24,21,334,80,113,324,protein_coding,ABI3BP
ENSG00000154188,0,3,2,4,324,99,65,154,protein_coding,ANGPT1
ENSG00000154217,555,579,327,428,1102,371,487,1389,protein_coding,PITPNC1
ENSG00000154222,2149,2491,1357,1873,292,114,117,305,protein_coding,CC2D1B
ENSG00000154227,0,2,2,3,1,0,0,0,protein_coding,CERS3
ENSG00000154229,657,696,360,386,3756,1182,1004,2910,protein_coding,PRKCA
ENSG00000154237,57,60,90,109,178,61,147,410,protein_coding,LRRK1
ENSG00000154240,567,639,544,594,536,159,194,457,protein_coding,CEP112
ENSG00000154252,18,19,23,26,1,0,0,2,protein_coding,GAL3ST2
ENSG00000154258,1,0,0,0,6,2,0,4,protein_coding,ABCA9
ENSG00000154262,1,0,0,0,9,4,3,8,protein_coding,ABCA6
ENSG00000154263,1,3,1,0,50,16,14,38,protein_coding,ABCA10
ENSG00000154265,500,547,514,621,383,142,148,455,protein_coding,ABCA5
ENSG00000154269,79,102,64,85,2,1,1,18,protein_coding,ENPP3
ENSG00000154274,15,30,43,37,309,61,115,317,protein_coding,C4orf19
ENSG00000154277,15,27,35,38,0,0,0,0,protein_coding,UCHL1
ENSG00000154305,29333,32874,27384,29775,1667,523,615,1827,protein_coding,MIA3
ENSG00000154309,893,1126,532,640,411,151,183,474,protein_coding,DISP1
ENSG00000154310,540,530,615,613,705,204,199,605,protein_coding,TNIK
ENSG00000154319,25,26,16,36,232,93,90,267,protein_coding,FAM167A
ENSG00000154328,1040,1162,1700,2255,187,78,65,196,protein_coding,NEIL2
ENSG00000154330,15,19,27,45,633,183,153,400,protein_coding,PGM5
ENSG00000154342,1,1,3,2,53,27,18,55,protein_coding,WNT3A
ENSG00000154358,1881,2063,1029,1413,102,39,53,93,protein_coding,OBSCN
ENSG00000154359,3105,3343,2281,2675,244,109,117,336,protein_coding,LONRF1
ENSG00000154370,1360,1416,1167,2135,466,174,131,375,protein_coding,TRIM11
ENSG00000154380,19535,21710,16861,18000,3499,1066,1352,4178,protein_coding,ENAH
ENSG00000154415,0,0,0,0,0,0,0,0,protein_coding,PPP1R3A
ENSG00000154429,2689,3018,1761,1786,1182,381,320,876,protein_coding,CCSAP
ENSG00000154438,46,60,113,97,0,0,0,0,protein_coding,ASZ1
ENSG00000154447,2435,2733,2419,2823,661,249,195,593,protein_coding,SH3RF1
ENSG00000154451,27,38,48,63,19,11,11,29,protein_coding,GBP5
ENSG00000154473,3117,3622,4140,4240,3468,1108,1129,3069,protein_coding,BUB3
ENSG00000154478,821,838,7,16,0,0,0,0,protein_coding,GPR26
ENSG00000154479,18,39,21,35,4,1,2,6,protein_coding,CCDC173
ENSG00000154485,29,34,30,25,8,2,2,6,protein_coding,MMP21
ENSG00000154493,1,0,7,9,7,5,1,5,protein_coding,C10orf90
ENSG00000154511,484,563,319,421,556,230,165,454,protein_coding,DIPK1A
ENSG00000154518,3408,3722,4314,5895,2696,949,1284,3151,protein_coding,ATP5MC3
ENSG00000154529,3,5,6,6,60,25,30,86,protein_coding,CNTNAP3B
ENSG00000154545,3,3,5,2,6,2,0,1,protein_coding,MAGED4
ENSG00000154548,20,20,7,13,5,1,1,5,protein_coding,SRSF12
ENSG00000154553,17,20,36,41,33,11,22,61,protein_coding,PDLIM3
ENSG00000154556,397,474,777,870,136,42,44,156,protein_coding,SORBS2
ENSG00000154582,2210,2555,2774,3818,1601,642,722,1941,protein_coding,ELOC
ENSG00000154589,2,1,7,7,0,1,2,4,protein_coding,LY96
ENSG00000154611,0,0,0,0,0,0,0,0,protein_coding,PSMA8
ENSG00000154620,0,0,0,0,0,0,0,0,protein_coding,TMSB4Y
ENSG00000154639,2480,3012,2003,2122,481,141,112,364,protein_coding,CXADR
ENSG00000154640,1586,1756,1588,1734,575,181,236,579,protein_coding,BTG3
ENSG00000154642,1217,1454,1481,1409,605,186,226,640,protein_coding,C21orf91
ENSG00000154645,1,1,0,1,0,0,0,0,protein_coding,CHODL
ENSG00000154646,0,0,1,0,0,0,1,0,protein_coding,TMPRSS15
ENSG00000154654,16096,17242,22060,24279,12,0,5,18,protein_coding,NCAM2
ENSG00000154655,2,1,0,0,199,53,81,228,protein_coding,L3MBTL4
ENSG00000154678,0,0,0,0,629,185,247,751,protein_coding,PDE1C
ENSG00000154710,17,15,16,19,5,2,1,7,protein_coding,RABGEF1
ENSG00000154719,2551,3083,3050,3017,835,274,316,896,protein_coding,MRPL39
ENSG00000154721,22,20,38,30,13,4,5,19,protein_coding,JAM2
ENSG00000154723,7461,8818,8102,9307,3288,1096,1297,3305,protein_coding,ATP5PF
ENSG00000154727,2052,2517,2441,2373,554,222,184,496,protein_coding,GABPA
ENSG00000154734,47051,55131,13812,14801,258,72,85,214,protein_coding,ADAMTS1
ENSG00000154736,5,1,0,1,3,0,1,4,protein_coding,ADAMTS5
ENSG00000154743,1707,2049,2467,2698,1253,403,496,1268,protein_coding,TSEN2
ENSG00000154760,0,0,1,3,327,150,174,488,protein_coding,SLFN13
ENSG00000154764,1,0,1,0,209,62,64,120,protein_coding,WNT7A
ENSG00000154767,2802,3279,3007,3463,29,11,15,52,protein_coding,XPC
ENSG00000154781,1325,1398,1217,1439,397,117,150,459,protein_coding,CCDC174
ENSG00000154783,4,2,0,0,0,1,1,4,protein_coding,FGD5
ENSG00000154803,785,886,747,934,182,83,112,297,protein_coding,FLCN
ENSG00000154813,977,996,881,1055,564,188,242,719,protein_coding,DPH3
ENSG00000154814,487,535,483,561,301,101,123,412,protein_coding,OXNAD1
ENSG00000154822,31,30,58,54,651,154,233,503,protein_coding,PLCL2
ENSG00000154832,2377,2900,2025,2791,316,109,116,336,protein_coding,CXXC1
ENSG00000154839,541,584,920,819,469,175,186,581,protein_coding,SKA1
ENSG00000154845,3076,3805,1720,2054,3883,1180,1152,3211,protein_coding,PPP4R1
ENSG00000154856,51,65,137,162,25,19,21,50,protein_coding,APCDD1
ENSG00000154864,5,7,5,8,11,6,7,23,protein_coding,PIEZO2
ENSG00000154889,272,381,400,537,95,47,66,144,protein_coding,MPPE1
ENSG00000154914,1342,1725,936,1216,78,28,57,104,protein_coding,USP43
ENSG00000154917,1954,2181,1278,1619,798,279,153,401,protein_coding,RAB6B
ENSG00000154920,807,872,934,971,197,88,110,334,protein_coding,EME1
ENSG00000154928,3,4,4,3,850,250,166,571,protein_coding,EPHB1
ENSG00000154930,7,6,27,41,274,106,146,411,protein_coding,ACSS1
ENSG00000154945,3549,3811,3083,4085,1085,273,459,1389,protein_coding,ANKRD40
ENSG00000154957,320,313,523,577,110,34,61,139,protein_coding,ZNF18
ENSG00000154975,0,0,0,0,0,0,0,0,protein_coding,CA10
ENSG00000154978,418,354,298,463,171,62,61,160,protein_coding,VOPP1
ENSG00000154997,0,1,0,0,0,0,0,2,protein_coding,SEPTIN14
ENSG00000155008,1466,1538,2171,2150,376,172,176,564,protein_coding,APOOL
ENSG00000155011,0,0,0,0,0,0,2,0,protein_coding,DKK2
ENSG00000155016,643,858,902,1100,92,36,49,142,protein_coding,CYP2U1
ENSG00000155026,9,14,7,4,0,0,2,1,protein_coding,RSPH10B
ENSG00000155034,470,544,383,602,184,66,79,224,protein_coding,FBXL18
ENSG00000155052,4,1,1,0,2,1,2,1,protein_coding,CNTNAP5
ENSG00000155066,4141,4166,2853,4526,9,6,9,16,protein_coding,PROM2
ENSG00000155085,771,909,510,538,229,68,93,213,protein_coding,AK9
ENSG00000155087,0,0,0,0,1,0,0,0,protein_coding,ODF1
ENSG00000155090,2399,2834,2235,2614,1101,463,373,1118,protein_coding,KLF10
ENSG00000155093,292,294,140,187,54,16,20,49,protein_coding,PTPRN2
ENSG00000155096,7544,8460,11848,13037,9231,3666,3655,9895,protein_coding,AZIN1
ENSG00000155097,1959,2259,2086,2037,4199,1332,1448,3843,protein_coding,ATP6V1C1
ENSG00000155099,353,398,234,315,291,123,161,427,protein_coding,PIP4P2
ENSG00000155100,2037,2024,2263,2555,153,56,97,294,protein_coding,OTUD6B
ENSG00000155111,12705,13984,9691,10376,540,201,135,428,protein_coding,CDK19
ENSG00000155115,5511,6131,3643,3984,29,9,12,33,protein_coding,GTF3C6
ENSG00000155158,487,490,800,862,46,18,30,109,protein_coding,TTC39B
ENSG00000155189,4413,5217,2467,2819,190,61,50,116,protein_coding,AGPAT5
ENSG00000155229,1677,1924,1364,1803,1217,421,482,1290,protein_coding,MMS19
ENSG00000155249,0,1,0,0,1,0,0,0,protein_coding,OR4K1
ENSG00000155252,706,917,694,910,695,230,235,652,protein_coding,PI4K2A
ENSG00000155254,1814,2171,2311,3378,532,235,256,672,protein_coding,MARVELD1
ENSG00000155256,511,634,614,885,159,65,109,232,protein_coding,ZFYVE27
ENSG00000155265,5,3,3,7,9,6,1,5,protein_coding,GOLGA7B
ENSG00000155269,0,2,0,5,4,3,5,5,protein_coding,GPR78
ENSG00000155275,494,500,464,553,171,49,106,236,protein_coding,TRMT44
ENSG00000155287,284,344,412,507,176,82,137,335,protein_coding,SLC25A28
ENSG00000155304,3240,3582,3369,3373,1918,599,419,1079,protein_coding,HSPA13
ENSG00000155307,0,0,2,0,55,13,11,40,protein_coding,SAMSN1
ENSG00000155313,2576,2908,1837,1850,789,236,203,680,protein_coding,USP25
ENSG00000155324,340,381,386,495,164,77,114,272,protein_coding,GRAMD2B
ENSG00000155329,1481,1706,1722,2134,117,46,58,142,protein_coding,ZCCHC10
ENSG00000155330,1233,1263,1105,1238,208,81,120,284,protein_coding,C16orf87
ENSG00000155363,1933,2125,1622,2381,1072,429,471,1286,protein_coding,MOV10
ENSG00000155366,2121,2600,1827,3395,2615,977,1533,3261,protein_coding,RHOC
ENSG00000155367,32,34,43,83,8,6,11,20,protein_coding,PPM1J
ENSG00000155368,16779,19820,21002,26017,10454,3403,3258,8867,protein_coding,DBI
ENSG00000155380,12312,13268,9776,11208,5127,1558,1944,5204,protein_coding,SLC16A1
ENSG00000155393,1395,1692,1655,1858,712,220,198,583,protein_coding,HEATR3
ENSG00000155428,1,1,0,4,0,0,0,0,protein_coding,TRIM74
ENSG00000155438,1245,1478,2612,2663,1424,449,637,1708,protein_coding,NIFK
ENSG00000155463,3322,3543,3947,5341,1115,452,697,1770,protein_coding,OXA1L
ENSG00000155465,32,26,37,44,27,12,15,44,protein_coding,SLC7A7
ENSG00000155495,321,314,221,370,0,0,0,0,protein_coding,MAGEC1
ENSG00000155506,15747,19248,18056,21298,5313,1804,2049,5424,protein_coding,LARP1
ENSG00000155508,2282,2532,1744,2039,905,330,243,614,protein_coding,CNOT8
ENSG00000155511,0,0,0,0,3,0,0,4,protein_coding,GRIA1
ENSG00000155530,32,48,82,68,18,7,7,32,protein_coding,LRGUK
ENSG00000155542,47,102,134,168,57,27,61,125,protein_coding,SETD9
ENSG00000155545,2376,2927,2480,2423,483,147,201,528,protein_coding,MIER3
ENSG00000155561,4740,5743,4857,5018,4033,1318,1422,3889,protein_coding,NUP205
ENSG00000155592,535,641,451,503,287,94,92,220,protein_coding,ZKSCAN2
ENSG00000155621,673,743,919,1041,208,69,68,207,protein_coding,C9orf85
ENSG00000155622,1,2,4,10,2,0,0,0,protein_coding,XAGE2
ENSG00000155629,194,254,228,308,71,26,36,145,protein_coding,PIK3AP1
ENSG00000155636,226,360,581,581,110,60,101,250,protein_coding,RBM45
ENSG00000155657,893,1289,552,575,368,140,120,313,protein_coding,TTN
ENSG00000155659,0,0,0,0,0,0,0,0,protein_coding,VSIG4
ENSG00000155660,8062,9509,11114,14198,3252,1235,1389,3631,protein_coding,PDIA4
ENSG00000155666,119,137,110,158,14,5,7,24,protein_coding,KDM8
ENSG00000155714,2,0,0,3,6,0,2,5,protein_coding,PDZD9
ENSG00000155719,0,1,3,1,0,0,1,1,protein_coding,OTOA
ENSG00000155729,1858,2070,1805,1926,185,71,61,166,protein_coding,KCTD18
ENSG00000155744,671,769,563,617,622,180,236,536,protein_coding,FAM126B
ENSG00000155749,6,12,30,17,9,6,8,14,protein_coding,FLACC1
ENSG00000155754,0,3,4,3,7,5,1,8,protein_coding,C2CD6
ENSG00000155755,1167,1282,1054,1083,508,170,209,563,protein_coding,TMEM237
ENSG00000155760,184,180,127,183,187,49,53,197,protein_coding,FZD7
ENSG00000155761,88,131,76,76,26,7,10,18,protein_coding,SPAG17
ENSG00000155792,528,574,1279,1617,241,63,96,252,protein_coding,DEPTOR
ENSG00000155816,0,0,2,0,46,13,31,71,protein_coding,FMN2
ENSG00000155827,4607,5612,5012,6128,1467,460,554,1488,protein_coding,RNF20
ENSG00000155833,0,0,0,0,0,0,0,0,protein_coding,CYLC2
ENSG00000155846,563,621,448,564,88,23,65,200,protein_coding,PPARGC1B
ENSG00000155849,6,6,5,25,32,5,16,82,protein_coding,ELMO1
ENSG00000155850,2918,3824,1140,1156,1251,502,770,1950,protein_coding,SLC26A2
ENSG00000155858,130,187,290,276,413,137,176,430,protein_coding,LSM11
ENSG00000155868,830,948,1106,1294,418,166,195,525,protein_coding,MED7
ENSG00000155875,9,9,6,12,5,4,1,3,protein_coding,SAXO1
ENSG00000155876,3286,3866,2807,3628,2122,697,387,984,protein_coding,RRAGA
ENSG00000155886,2,10,3,2,0,0,0,0,protein_coding,SLC24A2
ENSG00000155890,0,0,0,1,0,0,0,0,protein_coding,TRIM42
ENSG00000155893,250,323,198,331,447,125,164,511,protein_coding,PXYLP1
ENSG00000155897,3,9,0,0,3,0,0,1,protein_coding,ADCY8
ENSG00000155903,527,617,615,588,751,251,210,497,protein_coding,RASA2
ENSG00000155906,827,832,1099,1146,508,170,225,576,protein_coding,RMND1
ENSG00000155918,78,96,158,161,14,6,2,11,protein_coding,RAET1L
ENSG00000155926,4,6,1,4,19,12,5,15,protein_coding,SLA
ENSG00000155957,87,133,154,251,43,10,14,76,protein_coding,TMBIM4
ENSG00000155959,1862,2054,2301,2554,879,300,349,790,protein_coding,VBP1
ENSG00000155961,773,808,730,1202,26,7,11,29,protein_coding,RAB39B
ENSG00000155962,40,59,63,72,0,1,0,0,protein_coding,CLIC2
ENSG00000155966,6,5,2,0,339,115,131,339,protein_coding,AFF2
ENSG00000155970,351,365,418,432,21,14,14,28,protein_coding,MICU3
ENSG00000155974,49,37,26,35,357,110,128,407,protein_coding,GRIP1
ENSG00000155975,2334,2656,2200,2535,458,188,193,487,protein_coding,VPS37A
ENSG00000155980,44,53,24,14,11,0,9,13,protein_coding,KIF5A
ENSG00000156006,30,34,31,34,2,0,0,1,protein_coding,NAT2
ENSG00000156009,3,1,5,6,3,0,0,0,protein_coding,MAGEA8
ENSG00000156011,3182,3912,2996,3136,2156,711,628,1794,protein_coding,PSD3
ENSG00000156017,1164,1459,2243,1997,611,172,214,598,protein_coding,CARNMT1
ENSG00000156026,922,1016,1535,1875,394,133,162,449,protein_coding,MCU
ENSG00000156030,3518,3664,2368,3007,727,201,194,534,protein_coding,MIDEAS
ENSG00000156042,1510,1702,2011,2046,123,55,62,183,protein_coding,CFAP70
ENSG00000156049,26,22,36,47,7,1,1,5,protein_coding,GNA14
ENSG00000156050,106,126,173,208,41,18,10,41,protein_coding,FAM161B
ENSG00000156052,697,853,1017,1306,303,98,103,371,protein_coding,GNAQ
ENSG00000156076,1,0,0,0,0,0,0,0,protein_coding,WIF1
ENSG00000156096,7,9,50,78,0,0,0,0,protein_coding,UGT2B4
ENSG00000156097,9,6,10,10,17,14,4,26,protein_coding,GPR61
ENSG00000156103,1243,1370,2079,1858,1249,360,491,1419,protein_coding,MMP16
ENSG00000156110,1022,1227,1500,2094,2756,890,749,2055,protein_coding,ADK
ENSG00000156113,9346,10862,10327,10608,15119,5266,3754,10545,protein_coding,KCNMA1
